userName,score,content,case_folding,hasil_normalisasi,tokenizing,stopword_removal,Sentimen,label_svm,Topik_LDA,processed_words,servqual_label
Pengguna Google,2,"setiap logout atau lihat data keluarga yang lain. kenapa data FASKES RUJUKAN TINDAK LANJUT selalu hilang. Jadi kalau mau kontrol tidak bisa ambil nomor antrean langsung dari aplikasi ini karena datanya selalu hilang dan harus dari awal lagi. tolong hal seperti ini diperbaiki. Disuruh ke Pengaduan. setelah ke Pengaduah malah gangguan (saya menyertakan bukti pendukung). bagaimana ini, saya bingung jadinya.",setiap logout atau lihat data keluarga yang lain kenapa data faskes rujukan tindak lanjut selalu hilang jadi kalau mau kontrol tidak bisa ambil nomor antrean langsung dari aplikasi ini karena datanya selalu hilang dan harus dari awal lagi tolong hal seperti ini diperbaiki disuruh ke pengaduan setelah ke pengaduah malah gangguan saya menyertakan bukti pendukung bagaimana ini saya bingung jadinya,setiap logout atau lihat data keluarga yang lain kenapa data fasilitas kesehatan rujukan tindak lanjut selalu hilang jadi kalau mau kontrol tidak bisa ambil nomor antrian langsung dari aplikasi ini karena datanya selalu hilang dan harus dari awal lagi tolong hal seperti ini diperbaiki disuruh ke pengaduan setelah ke pengaduah malah gangguan saya menyertakan bukti pendukung bagaimana ini saya bingung jadinya,"['setiap', 'logout', 'atau', 'lihat', 'data', 'keluarga', 'yang', 'lain', 'kenapa', 'data', 'fasilitas', 'kesehatan', 'rujukan', 'tindak', 'lanjut', 'selalu', 'hilang', 'jadi', 'kalau', 'mau', 'kontrol', 'tidak', 'bisa', 'ambil', 'nomor', 'antrian', 'langsung', 'dari', 'aplikasi', 'ini', 'karena', 'datanya', 'selalu', 'hilang', 'dan', 'harus', 'dari', 'awal', 'lagi', 'tolong', 'hal', 'seperti', 'ini', 'diperbaiki', 'disuruh', 'ke', 'pengaduan', 'setelah', 'ke', 'pengaduah', 'malah', 'gangguan', 'saya', 'menyertakan', 'bukti', 'pendukung', 'bagaimana', 'ini', 'saya', 'bingung', 'jadinya']","['logout', 'lihat', 'data', 'keluarga', 'data', 'fasilitas', 'kesehatan', 'rujukan', 'tindak', 'hilang', 'kontrol', 'tidak', 'bisa', 'ambil', 'nomor', 'antrian', 'langsung', 'aplikasi', 'datanya', 'hilang', 'tolong', 'diperbaiki', 'disuruh', 'pengaduan', 'pengaduah', 'gangguan', 'menyertakan', 'bukti', 'pendukung', 'bingung']",1,1,0,"['logout', 'lihat', 'data', 'keluarga', 'data', 'fasilitas', 'kesehatan', 'rujukan', 'tindak', 'hilang', 'kontrol', 'tidak', 'bisa', 'ambil', 'nomor', 'antrian', 'langsung', 'aplikasi', 'datanya', 'hilang', 'tolong', 'diperbaiki', 'disuruh', 'pengaduan', 'pengaduah', 'gangguan', 'menyertakan', 'bukti', 'pendukung', 'bingung']",reliability
Pengguna Google,1,"Aplikasinya jelek, kode otp nga bisa masuk, padahal sudah coba beberapa kali.",aplikasinya jelek kode otp nga bisa masuk padahal sudah coba beberapa kali,aplikasinya jelek kode otp tidak bisa masuk padahal sudah coba beberapa kali,"['aplikasinya', 'jelek', 'kode', 'otp', 'tidak', 'bisa', 'masuk', 'padahal', 'sudah', 'coba', 'beberapa', 'kali']","['aplikasinya', 'jelek', 'kode', 'otp', 'tidak', 'bisa', 'masuk', 'sudah', 'coba', 'kali']",1,1,2,"['aplikasinya', 'jelek', 'kode', 'otp', 'tidak', 'bisa', 'masuk', 'sudah', 'coba', 'kali']",assurance
Pengguna Google,1,aplikasi apaan ribet ga bisa daftar nyusahin,aplikasi apaan ribet ga bisa daftar nyusahin,aplikasi apaan ribet tidak bisa daftar menyusahkan,"['aplikasi', 'apaan', 'ribet', 'tidak', 'bisa', 'daftar', 'menyusahkan']","['aplikasi', 'ribet', 'tidak', 'bisa', 'daftar', 'menyusahkan']",1,1,0,"['aplikasi', 'ribet', 'tidak', 'bisa', 'daftar', 'menyusahkan']",tangibles
Pengguna Google,5,So far so good,so far so good,sok far sok bagus,"['sok', 'far', 'sok', 'bagus']","['sok', 'far', 'sok', 'bagus']",2,2,0,"['sok', 'far', 'sok', 'bagus']",Tidak Ada Kecocokan
Pengguna Google,1,"woi benerin dong ini otp nya ga masuk""",woi benerin dong ini otp nya ga masuk,woi benerin dong ini otp ya tidak masuk,"['woi', 'benerin', 'dong', 'ini', 'otp', 'ya', 'tidak', 'masuk']","['woi', 'benerin', 'otp', 'tidak', 'masuk']",1,1,2,"['woi', 'benerin', 'otp', 'tidak', 'masuk']",reliability
Pengguna Google,2,Susah login nya..capta salah terus,susah login nyacapta salah terus,susah login nyacapta salah terus,"['susah', 'login', 'nyacapta', 'salah', 'terus']","['susah', 'login', 'nyacapta', 'salah']",1,1,2,"['susah', 'login', 'nyacapta', 'salah']",Tidak Ada Kecocokan
Pengguna Google,2,Sering log out sendiri,sering log out sendiri,sering log out sendiri,"['sering', 'log', 'out', 'sendiri']","['log', 'out']",0,1,0,"['log', 'out']",Tidak Ada Kecocokan
Pengguna Google,5,"Simple aplikasi nya, jadi mudah pengurusan nya",simple aplikasi nya jadi mudah pengurusan nya,mudah aplikasi ya jadi mudah pengurusan ya,"['mudah', 'aplikasi', 'ya', 'jadi', 'mudah', 'pengurusan', 'ya']","['mudah', 'aplikasi', 'mudah', 'pengurusan']",1,1,1,"['mudah', 'aplikasi', 'mudah', 'pengurusan']",reliability
Pengguna Google,1,"Saya coba daftar dan masukan nomor telp untuk dapet nomor otp verifikasi tapi ga masuk-masuk nomor nya, pdhl jaringan saya sedang stabil. Ini gimana??? mohon perbaikan dan bantuan nya. Terima kasih.",saya coba daftar dan masukan nomor telp untuk dapet nomor otp verifikasi tapi ga masukmasuk nomor nya pdhl jaringan saya sedang stabil ini gimana mohon perbaikan dan bantuan nya terima kasih,saya coba daftar dan masukan nomor telepon untuk dapat nomor otp verifikasi tetapi tidak masukmasuk nomor ya padahal jaringan saya sedang stabil ini bagaimana mohon perbaikan dan bantuan ya terima kasih,"['saya', 'coba', 'daftar', 'dan', 'masukan', 'nomor', 'telepon', 'untuk', 'dapat', 'nomor', 'otp', 'verifikasi', 'tetapi', 'tidak', 'masukmasuk', 'nomor', 'ya', 'padahal', 'jaringan', 'saya', 'sedang', 'stabil', 'ini', 'bagaimana', 'mohon', 'perbaikan', 'dan', 'bantuan', 'ya', 'terima', 'kasih']","['coba', 'daftar', 'masukan', 'nomor', 'telepon', 'nomor', 'otp', 'verifikasi', 'tidak', 'masukmasuk', 'nomor', 'jaringan', 'stabil', 'mohon', 'perbaikan', 'bantuan', 'terima', 'kasih']",2,2,2,"['coba', 'daftar', 'masukan', 'nomor', 'telepon', 'nomor', 'otp', 'verifikasi', 'tidak', 'masukmasuk', 'nomor', 'jaringan', 'stabil', 'mohon', 'perbaikan', 'bantuan', 'terima', 'kasih']",assurance
Pengguna Google,1,Aplikasi ga bisa di andalkan banyak kendala..Daftar pakek Handphone nomer masih aktif masih aja ga bisa..,aplikasi ga bisa di andalkan banyak kendaladaftar pakek handphone nomer masih aktif masih aja ga bisa,aplikasi tidak bisa di andalkan banyak kendaladaftar pakai handphone nomor masih aktif masih saja tidak bisa,"['aplikasi', 'tidak', 'bisa', 'di', 'andalkan', 'banyak', 'kendaladaftar', 'pakai', 'handphone', 'nomor', 'masih', 'aktif', 'masih', 'saja', 'tidak', 'bisa']","['aplikasi', 'tidak', 'bisa', 'andalkan', 'kendaladaftar', 'pakai', 'handphone', 'nomor', 'aktif', 'tidak', 'bisa']",1,1,0,"['aplikasi', 'tidak', 'bisa', 'andalkan', 'kendaladaftar', 'pakai', 'handphone', 'nomor', 'aktif', 'tidak', 'bisa']",reliability
Pengguna Google,1,Mw daftar aja susah.. Apk gk bermutu..,mw daftar aja susah apk gk bermutu,mau daftar saja susah aplikasi tidak bermutu,"['mau', 'daftar', 'saja', 'susah', 'aplikasi', 'tidak', 'bermutu']","['daftar', 'susah', 'aplikasi', 'tidak', 'bermutu']",1,1,0,"['daftar', 'susah', 'aplikasi', 'tidak', 'bermutu']",tangibles
Pengguna Google,1,"Aplikasi Mobile JKN paraaaaah, membuat sulit orang..harus menguras pikiran dan klu gak bisa bener aplikasinya harus ke CS untuk bisa difungsikan kembali sehingga harus menguras tenaga mengikuti antrian yang cukup banyak.....coba BPJS benahi kembali aplikasinya janganlah membuat sulit orang banyak disaat sedang dibutuhkan, sudah diperbaiki Mobile JKN saya sama teman kenapa harus muncul notifikasi ""tidak bisa berjalan pada emulator atau perangkat yang telah dilakukan Root"" keterangannya😇😇",aplikasi mobile jkn paraaaaah membuat sulit orangharus menguras pikiran dan klu gak bisa bener aplikasinya harus ke cs untuk bisa difungsikan kembali sehingga harus menguras tenaga mengikuti antrian yang cukup banyakcoba bpjs benahi kembali aplikasinya janganlah membuat sulit orang banyak disaat sedang dibutuhkan sudah diperbaiki mobile jkn saya sama teman kenapa harus muncul notifikasi tidak bisa berjalan pada emulator atau perangkat yang telah dilakukan root keterangannya,aplikasi mobile jkn paraaaaah membuat sulit orangharus menguras pikiran dan kalau tidak bisa benar aplikasinya harus ke cs untuk bisa difungsikan kembali sehingga harus menguras tenaga mengikuti antrean yang cukup banyakcoba bpjs benahi kembali aplikasinya janganlah membuat sulit orang banyak disaat sedang dibutuhkan sudah diperbaiki mobile jkn saya sama teman kenapa harus muncul notifikasi tidak bisa berjalan pada emulator atau perangkat yang telah dilakukan root keterangannya,"['aplikasi', 'mobile', 'jkn', 'paraaaaah', 'membuat', 'sulit', 'orangharus', 'menguras', 'pikiran', 'dan', 'kalau', 'tidak', 'bisa', 'benar', 'aplikasinya', 'harus', 'ke', 'cs', 'untuk', 'bisa', 'difungsikan', 'kembali', 'sehingga', 'harus', 'menguras', 'tenaga', 'mengikuti', 'antrean', 'yang', 'cukup', 'banyakcoba', 'bpjs', 'benahi', 'kembali', 'aplikasinya', 'janganlah', 'membuat', 'sulit', 'orang', 'banyak', 'disaat', 'sedang', 'dibutuhkan', 'sudah', 'diperbaiki', 'mobile', 'jkn', 'saya', 'sama', 'teman', 'kenapa', 'harus', 'muncul', 'notifikasi', 'tidak', 'bisa', 'berjalan', 'pada', 'emulator', 'atau', 'perangkat', 'yang', 'telah', 'dilakukan', 'root', 'keterangannya']","['aplikasi', 'mobile', 'jkn', 'paraaaaah', 'sulit', 'orangharus', 'menguras', 'pikiran', 'tidak', 'bisa', 'aplikasinya', 'cs', 'bisa', 'difungsikan', 'menguras', 'tenaga', 'mengikuti', 'antrean', 'banyakcoba', 'bpjs', 'benahi', 'aplikasinya', 'sulit', 'orang', 'disaat', 'dibutuhkan', 'sudah', 'diperbaiki', 'mobile', 'jkn', 'teman', 'muncul', 'notifikasi', 'tidak', 'bisa', 'berjalan', 'emulator', 'perangkat', 'root', 'keterangannya']",0,1,0,"['aplikasi', 'mobile', 'jkn', 'paraaaaah', 'sulit', 'orangharus', 'menguras', 'pikiran', 'tidak', 'bisa', 'aplikasinya', 'cs', 'bisa', 'difungsikan', 'menguras', 'tenaga', 'mengikuti', 'antrean', 'banyakcoba', 'bpjs', 'benahi', 'aplikasinya', 'sulit', 'orang', 'disaat', 'dibutuhkan', 'sudah', 'diperbaiki', 'mobile', 'jkn', 'teman', 'muncul', 'notifikasi', 'tidak', 'bisa', 'berjalan', 'emulator', 'perangkat', 'root', 'keterangannya']",reliability
Pengguna Google,1,"Kenapa ga masuk kode OTP padahal nomor hp ku aktif dari pertama download , udah berapa kali coba daftar ga masuk tetep kode nya",kenapa ga masuk kode otp padahal nomor hp ku aktif dari pertama download  udah berapa kali coba daftar ga masuk tetep kode nya,kenapa tidak masuk kode otp padahal nomor hp ku aktif dari pertama unduh sudah berapa kali coba daftar tidak masuk tetap kode ya,"['kenapa', 'tidak', 'masuk', 'kode', 'otp', 'padahal', 'nomor', 'hp', 'ku', 'aktif', 'dari', 'pertama', 'unduh', 'sudah', 'berapa', 'kali', 'coba', 'daftar', 'tidak', 'masuk', 'tetap', 'kode', 'ya']","['tidak', 'masuk', 'kode', 'otp', 'nomor', 'hp', 'ku', 'aktif', 'unduh', 'sudah', 'kali', 'coba', 'daftar', 'tidak', 'masuk', 'kode']",1,1,2,"['tidak', 'masuk', 'kode', 'otp', 'nomor', 'hp', 'ku', 'aktif', 'unduh', 'sudah', 'kali', 'coba', 'daftar', 'tidak', 'masuk', 'kode']",assurance
Pengguna Google,1,"Aplikasi tidak bisa di buka,padahal HP masih original tanpa root,",aplikasi tidak bisa di bukapadahal hp masih original tanpa root,aplikasi tidak bisa di bukapadahal hp masih original tanpa root,"['aplikasi', 'tidak', 'bisa', 'di', 'bukapadahal', 'hp', 'masih', 'original', 'tanpa', 'root']","['aplikasi', 'tidak', 'bisa', 'bukapadahal', 'hp', 'original', 'root']",1,1,0,"['aplikasi', 'tidak', 'bisa', 'bukapadahal', 'hp', 'original', 'root']",tangibles
Pengguna Google,1,Najis,najis,najis,['najis'],['najis'],1,1,2,['najis'],Tidak Ada Kecocokan
Pengguna Google,5,Sangat mudah di gunakan dan sangat membantu sekali bagi yang malas ke kantor bpjs karna alasan ngantri,sangat mudah di gunakan dan sangat membantu sekali bagi yang malas ke kantor bpjs karna alasan ngantri,sangat mudah di gunakan dan sangat membantu sekali bagi yang malas ke kantor bpjs karena alasan mengantre,"['sangat', 'mudah', 'di', 'gunakan', 'dan', 'sangat', 'membantu', 'sekali', 'bagi', 'yang', 'malas', 'ke', 'kantor', 'bpjs', 'karena', 'alasan', 'mengantre']","['sangat', 'mudah', 'sangat', 'membantu', 'malas', 'kantor', 'bpjs', 'alasan', 'mengantre']",0,0,1,"['sangat', 'mudah', 'sangat', 'membantu', 'malas', 'kantor', 'bpjs', 'alasan', 'mengantre']",reliability
Pengguna Google,5,Mudah d gunakan sekarang,mudah d gunakan sekarang,mudah di gunakan sekarang,"['mudah', 'di', 'gunakan', 'sekarang']",['mudah'],0,0,1,['mudah'],reliability
Pengguna Google,1,BPJS SET**,bpjs set,bpjs set,"['bpjs', 'set']","['bpjs', 'set']",0,0,2,"['bpjs', 'set']",Tidak Ada Kecocokan
Pengguna Google,5,mant@p kalii,mantp kalii,mantp kali,"['mantp', 'kali']","['mantp', 'kali']",0,0,2,"['mantp', 'kali']",Tidak Ada Kecocokan
Pengguna Google,5,Selama ini ok,selama ini ok,selama ini baik,"['selama', 'ini', 'baik']",['baik'],0,0,1,['baik'],Tidak Ada Kecocokan
Pengguna Google,1,"Sekelas negara, aplikasi menyusahkan, saya minta kode OTP gak ada terus.. mode sms lama, apa tidak tau watsapp.. saya bingung dengan kebodohan ini, katanya digitalilasasi. Bacot doang.",sekelas negara aplikasi menyusahkan saya minta kode otp gak ada terus mode sms lama apa tidak tau watsapp saya bingung dengan kebodohan ini katanya digitalilasasi bacot doang,sekelas negara aplikasi menyusahkan saya meminta kode otp tidak ada terus mode sms lama apa tidak tau watsapp saya bingung dengan kebodohan ini katanya digitalilasasi bacot doang,"['sekelas', 'negara', 'aplikasi', 'menyusahkan', 'saya', 'meminta', 'kode', 'otp', 'tidak', 'ada', 'terus', 'mode', 'sms', 'lama', 'apa', 'tidak', 'tau', 'watsapp', 'saya', 'bingung', 'dengan', 'kebodohan', 'ini', 'katanya', 'digitalilasasi', 'bacot', 'doang']","['sekelas', 'negara', 'aplikasi', 'menyusahkan', 'kode', 'otp', 'tidak', 'mode', 'sms', 'tidak', 'tau', 'watsapp', 'bingung', 'kebodohan', 'digitalilasasi', 'bacot', 'doang']",1,1,0,"['sekelas', 'negara', 'aplikasi', 'menyusahkan', 'kode', 'otp', 'tidak', 'mode', 'sms', 'tidak', 'tau', 'watsapp', 'bingung', 'kebodohan', 'digitalilasasi', 'bacot', 'doang']",reliability
Pengguna Google,1,Seharusnya aapplikaassi ini bisa digunakan di type mobile phone apa saja.,seharusnya aapplikaassi ini bisa digunakan di type mobile phone apa saja,seharusnya aapplikaassi ini bisa digunakan di type mobile phone apa saja,"['seharusnya', 'aapplikaassi', 'ini', 'bisa', 'digunakan', 'di', 'type', 'mobile', 'phone', 'apa', 'saja']","['aapplikaassi', 'bisa', 'type', 'mobile', 'phone']",2,2,0,"['aapplikaassi', 'bisa', 'type', 'mobile', 'phone']",Tidak Ada Kecocokan
Pengguna Google,4,Untuk saat ini sangat memuaskan,untuk saat ini sangat memuaskan,untuk saat ini sangat memuaskan,"['untuk', 'saat', 'ini', 'sangat', 'memuaskan']","['sangat', 'memuaskan']",0,0,1,"['sangat', 'memuaskan']",Tidak Ada Kecocokan
Pengguna Google,1,Apk jancokkk,apk jancokkk,aplikasi jancokkk,"['aplikasi', 'jancokkk']","['aplikasi', 'jancokkk']",1,1,0,"['aplikasi', 'jancokkk']",tangibles
Pengguna Google,2,"Pengiriman OTP saat register JKN seharusnya di kasih 3 pilihan, baik via WhatsApp, SMS atau Email. Karena sekarang pengguna sudah banyak menggunakan paket data/kuota. Jika hanya via SMS, seharusnya untuk biaya pengiriman di bebankan ke pengirim. Terimakasih.",pengiriman otp saat register jkn seharusnya di kasih  pilihan baik via whatsapp sms atau email karena sekarang pengguna sudah banyak menggunakan paket datakuota jika hanya via sms seharusnya untuk biaya pengiriman di bebankan ke pengirim terimakasih,pengiriman otp saat register jkn seharusnya di kasih pilihan baik via whatsapp sms atau email karena sekarang pengguna sudah banyak menggunakan paket datakuota jika hanya via sms seharusnya untuk biaya pengiriman di bebankan ke pengirim terimakasih,"['pengiriman', 'otp', 'saat', 'register', 'jkn', 'seharusnya', 'di', 'kasih', 'pilihan', 'baik', 'via', 'whatsapp', 'sms', 'atau', 'email', 'karena', 'sekarang', 'pengguna', 'sudah', 'banyak', 'menggunakan', 'paket', 'datakuota', 'jika', 'hanya', 'via', 'sms', 'seharusnya', 'untuk', 'biaya', 'pengiriman', 'di', 'bebankan', 'ke', 'pengirim', 'terimakasih']","['pengiriman', 'otp', 'register', 'jkn', 'kasih', 'pilihan', 'baik', 'via', 'whatsapp', 'sms', 'email', 'pengguna', 'sudah', 'paket', 'datakuota', 'via', 'sms', 'biaya', 'pengiriman', 'bebankan', 'pengirim', 'terimakasih']",2,2,2,"['pengiriman', 'otp', 'register', 'jkn', 'kasih', 'pilihan', 'baik', 'via', 'whatsapp', 'sms', 'email', 'pengguna', 'sudah', 'paket', 'datakuota', 'via', 'sms', 'biaya', 'pengiriman', 'bebankan', 'pengirim', 'terimakasih']",assurance
Pengguna Google,1,Setela d update malah aplikasi tidak bisa d gunakan Tolong d perbaiki sitem nya malah aplikasi tidak bisa di buka Saya masyarakat kecil sangat membutuh kan sistem bpjs terima kasih,setela d update malah aplikasi tidak bisa d gunakan tolong d perbaiki sitem nya malah aplikasi tidak bisa di buka saya masyarakat kecil sangat membutuh kan sistem bpjs terima kasih,setela di memperbarui malah aplikasi tidak bisa di gunakan tolong di perbaiki sitem ya malah aplikasi tidak bisa di buka saya masyarakat kecil sangat membutuh kan sistem bpjs terima kasih,"['setela', 'di', 'memperbarui', 'malah', 'aplikasi', 'tidak', 'bisa', 'di', 'gunakan', 'tolong', 'di', 'perbaiki', 'sitem', 'ya', 'malah', 'aplikasi', 'tidak', 'bisa', 'di', 'buka', 'saya', 'masyarakat', 'kecil', 'sangat', 'membutuh', 'kan', 'sistem', 'bpjs', 'terima', 'kasih']","['setela', 'memperbarui', 'aplikasi', 'tidak', 'bisa', 'tolong', 'perbaiki', 'sitem', 'aplikasi', 'tidak', 'bisa', 'buka', 'masyarakat', 'sangat', 'membutuh', 'sistem', 'bpjs', 'terima', 'kasih']",1,1,0,"['setela', 'memperbarui', 'aplikasi', 'tidak', 'bisa', 'tolong', 'perbaiki', 'sitem', 'aplikasi', 'tidak', 'bisa', 'buka', 'masyarakat', 'sangat', 'membutuh', 'sistem', 'bpjs', 'terima', 'kasih']",tangibles
Pengguna Google,1,aplikasi sangat aneh .kode pripikasi GX datang datang.sangst buruk .mau bikin akun GX bisa karena kode pripikasi y GX masuk masuk .,aplikasi sangat aneh kode pripikasi gx datang datangsangst buruk mau bikin akun gx bisa karena kode pripikasi y gx masuk masuk,aplikasi sangat jelek kode pripikasi tidak datang datangsangst buruk mau membuat akun tidak bisa karena kode pripikasi ya tidak masuk masuk,"['aplikasi', 'sangat', 'jelek', 'kode', 'pripikasi', 'tidak', 'datang', 'datangsangst', 'buruk', 'mau', 'membuat', 'akun', 'tidak', 'bisa', 'karena', 'kode', 'pripikasi', 'ya', 'tidak', 'masuk', 'masuk']","['aplikasi', 'sangat', 'jelek', 'kode', 'pripikasi', 'tidak', 'datangsangst', 'buruk', 'akun', 'tidak', 'bisa', 'kode', 'pripikasi', 'tidak', 'masuk', 'masuk']",1,1,2,"['aplikasi', 'sangat', 'jelek', 'kode', 'pripikasi', 'tidak', 'datangsangst', 'buruk', 'akun', 'tidak', 'bisa', 'kode', 'pripikasi', 'tidak', 'masuk', 'masuk']",reliability
Pengguna Google,5,Semangat,semangat,semangat,['semangat'],['semangat'],0,0,1,['semangat'],Tidak Ada Kecocokan
Pengguna Google,5,Nice..membantu..,nicemembantu,nicemembantu,['nicemembantu'],['nicemembantu'],0,0,1,['nicemembantu'],Tidak Ada Kecocokan
Pengguna Google,1,"Heran aplikasi nya gimna sih...ko pin yg di kirim lwat sms gk ada terus...pdhal udah coba 24 jam tapi ttp aja sms pin nya gk masuk..nyusahin banget sih aplikasi nya..biasanya orang bkin aplikasi buat mmpermudah, ini mlah mmpersulit..orang lg sakit hrus dftar dlu lwat aplikasi. Hadeeuuhh repot",heran aplikasi nya gimna sihko pin yg di kirim lwat sms gk ada teruspdhal udah coba  jam tapi ttp aja sms pin nya gk masuknyusahin banget sih aplikasi nyabiasanya orang bkin aplikasi buat mmpermudah ini mlah mmpersulitorang lg sakit hrus dftar dlu lwat aplikasi hadeeuuhh repot,heran aplikasi ya bagaimana sihko pin yang di kirim lwat sms tidak ada teruspdhal sudah coba jam tetapi tetap saja sms pin ya tidak masuknyusahin banget sih aplikasi nyabiasanya orang bikin aplikasi buat mmpermudah ini malah mmpersulitorang lagi sakit harus dftar dulu lwat aplikasi hadeeuuhh repot,"['heran', 'aplikasi', 'ya', 'bagaimana', 'sihko', 'pin', 'yang', 'di', 'kirim', 'lwat', 'sms', 'tidak', 'ada', 'teruspdhal', 'sudah', 'coba', 'jam', 'tetapi', 'tetap', 'saja', 'sms', 'pin', 'ya', 'tidak', 'masuknyusahin', 'banget', 'sih', 'aplikasi', 'nyabiasanya', 'orang', 'bikin', 'aplikasi', 'buat', 'mmpermudah', 'ini', 'malah', 'mmpersulitorang', 'lagi', 'sakit', 'harus', 'dftar', 'dulu', 'lwat', 'aplikasi', 'hadeeuuhh', 'repot']","['heran', 'aplikasi', 'sihko', 'pin', 'kirim', 'lwat', 'sms', 'tidak', 'teruspdhal', 'sudah', 'coba', 'jam', 'sms', 'pin', 'tidak', 'masuknyusahin', 'banget', 'aplikasi', 'nyabiasanya', 'orang', 'bikin', 'aplikasi', 'mmpermudah', 'mmpersulitorang', 'sakit', 'dftar', 'lwat', 'aplikasi', 'hadeeuuhh', 'repot']",1,1,2,"['heran', 'aplikasi', 'sihko', 'pin', 'kirim', 'lwat', 'sms', 'tidak', 'teruspdhal', 'sudah', 'coba', 'jam', 'sms', 'pin', 'tidak', 'masuknyusahin', 'banget', 'aplikasi', 'nyabiasanya', 'orang', 'bikin', 'aplikasi', 'mmpermudah', 'mmpersulitorang', 'sakit', 'dftar', 'lwat', 'aplikasi', 'hadeeuuhh', 'repot']",tangibles
Pengguna Google,5,SUNGGUH RESPONSIF,sungguh responsif,sungguh responsif,"['sungguh', 'responsif']","['sungguh', 'responsif']",0,0,1,"['sungguh', 'responsif']",Tidak Ada Kecocokan
Pengguna Google,5,"Aplikasi nya agak lambat, mohon di tingkatkan",aplikasi nya agak lambat mohon di tingkatkan,aplikasi ya agak lambat mohon di tingkatkan,"['aplikasi', 'ya', 'agak', 'lambat', 'mohon', 'di', 'tingkatkan']","['aplikasi', 'lambat', 'mohon', 'tingkatkan']",1,1,1,"['aplikasi', 'lambat', 'mohon', 'tingkatkan']",tangibles
