userName,score,content,case_folding,hasil_normalisasi,tokenizing,stopword_removal,Label,label_svm,Topik_LDA,processed_words,servqual_label
Pengguna Google,5,Mantap layananya,mantap layananya,mantap layananya,"['mantap', 'layananya']","['mantap', 'layananya']",3,3,2,"['mantap', 'layananya']",empathy
Pengguna Google,1,Ganti no aja kek pinjol mana login lagi ditolak terus aplikasi ribet kurang respon,ganti no aja kek pinjol mana login lagi ditolak terus aplikasi ribet kurang respon,ganti nomor saja seperti pinjol mana login lagi ditolak terus aplikasi ribet kurang respon,"['ganti', 'nomor', 'saja', 'seperti', 'pinjol', 'mana', 'login', 'lagi', 'ditolak', 'terus', 'aplikasi', 'ribet', 'kurang', 'respon']","['ganti', 'nomor', 'pinjol', 'login', 'ditolak', 'aplikasi', 'ribet', 'respon']",1,1,0,"['ganti', 'nomor', 'pinjol', 'login', 'ditolak', 'aplikasi', 'ribet', 'respon']",reliability
Pengguna Google,2,"Tolong Untuk Auto debitnya Ditambahkan E-wallet, seperti dana dan sebagainya, terimakasih",tolong untuk auto debitnya ditambahkan ewallet seperti dana dan sebagainya terimakasih,tolong untuk otomatis debitnya ditambahkan ewallet seperti dana dan sebagainya terimakasih,"['tolong', 'untuk', 'otomatis', 'debitnya', 'ditambahkan', 'ewallet', 'seperti', 'dana', 'dan', 'sebagainya', 'terimakasih']","['tolong', 'otomatis', 'debitnya', 'ewallet', 'dana', 'terimakasih']",3,3,2,"['tolong', 'otomatis', 'debitnya', 'ewallet', 'dana', 'terimakasih']",Tidak Ada Kecocokan
Pengguna Google,5,"Luar biasa aplikasi ini, segalanya lebih muda karena adanya aplikasi ini",luar biasa aplikasi ini segalanya lebih muda karena adanya aplikasi ini,luar biasa aplikasi ini segalanya lebih muda karena adanya aplikasi ini,"['luar', 'biasa', 'aplikasi', 'ini', 'segalanya', 'lebih', 'muda', 'karena', 'adanya', 'aplikasi', 'ini']","['aplikasi', 'lebih', 'muda', 'aplikasi']",1,1,2,"['aplikasi', 'lebih', 'muda', 'aplikasi']",empathy
Pengguna Google,4,Tinggal tambahin fitur list rujukan rumah sakit dari tiap faskes,tinggal tambahin fitur list rujukan rumah sakit dari tiap faskes,tinggal tambahkan fitur list rujukan rumah sakit dari tiap fasilitas kesehatan,"['tinggal', 'tambahkan', 'fitur', 'list', 'rujukan', 'rumah', 'sakit', 'dari', 'tiap', 'fasilitas', 'kesehatan']","['tinggal', 'tambahkan', 'fitur', 'list', 'rujukan', 'rumah', 'sakit', 'fasilitas', 'kesehatan']",2,2,0,"['tinggal', 'tambahkan', 'fitur', 'list', 'rujukan', 'rumah', 'sakit', 'fasilitas', 'kesehatan']",responsiveness
Pengguna Google,5,Definisi negara memperhatikan rakyat nya. Perlindungan dan jaminan kesehatan semakin baik. Terimakasih,definisi negara memperhatikan rakyat nya perlindungan dan jaminan kesehatan semakin baik terimakasih,definisi negara memperhatikan rakyat ya perlindungan dan jaminan kesehatan semakin baik terimakasih,"['definisi', 'negara', 'memperhatikan', 'rakyat', 'ya', 'perlindungan', 'dan', 'jaminan', 'kesehatan', 'semakin', 'baik', 'terimakasih']","['definisi', 'negara', 'memperhatikan', 'rakyat', 'perlindungan', 'jaminan', 'kesehatan', 'baik', 'terimakasih']",3,2,2,"['definisi', 'negara', 'memperhatikan', 'rakyat', 'perlindungan', 'jaminan', 'kesehatan', 'baik', 'terimakasih']",empathy
Pengguna Google,5,Gampang untuk berobat sekarang,gampang untuk berobat sekarang,gampang untuk berobat sekarang,"['gampang', 'untuk', 'berobat', 'sekarang']","['gampang', 'berobat']",2,2,2,"['gampang', 'berobat']",Tidak Ada Kecocokan
Pengguna Google,5,Sangat membantu. Mudah diakses,sangat membantu mudah diakses,sangat membantu mudah diakses,"['sangat', 'membantu', 'mudah', 'diakses']","['sangat', 'membantu', 'mudah', 'diakses']",3,3,2,"['sangat', 'membantu', 'mudah', 'diakses']",empathy
Pengguna Google,1,"Kenapa susah banget dapat otp nya, trus kalu coba lagi nomor sudah terdaftar, maslahx kita punya nomor handphone cuma satu, trus mau coba daftar lagi ngak bisa",kenapa susah banget dapat otp nya trus kalu coba lagi nomor sudah terdaftar maslahx kita punya nomor handphone cuma satu trus mau coba daftar lagi ngak bisa,kenapa susah banget dapat otp ya terus kalau coba lagi nomor sudah terdaftar maslahx kita punya nomor handphone cuma satu terus mau coba daftar lagi tidak bisa,"['kenapa', 'susah', 'banget', 'dapat', 'otp', 'ya', 'terus', 'kalau', 'coba', 'lagi', 'nomor', 'sudah', 'terdaftar', 'maslahx', 'kita', 'punya', 'nomor', 'handphone', 'cuma', 'satu', 'terus', 'mau', 'coba', 'daftar', 'lagi', 'tidak', 'bisa']","['susah', 'banget', 'otp', 'coba', 'nomor', 'sudah', 'terdaftar', 'maslahx', 'nomor', 'handphone', 'coba', 'daftar', 'tidak', 'bisa']",3,3,1,"['susah', 'banget', 'otp', 'coba', 'nomor', 'sudah', 'terdaftar', 'maslahx', 'nomor', 'handphone', 'coba', 'daftar', 'tidak', 'bisa']",assurance
Pengguna Google,5,"Sangat menyenagkan,dan sangat membantu",sangat menyenagkandan sangat membantu,sangat menyenagkandan sangat membantu,"['sangat', 'menyenagkandan', 'sangat', 'membantu']","['sangat', 'menyenagkandan', 'sangat', 'membantu']",3,3,2,"['sangat', 'menyenagkandan', 'sangat', 'membantu']",empathy
Pengguna Google,1,"Harus nya untuk kategori kesehatan Ibu Dan Anak itu di pisah, Anak ya Anak Ibu ya Ibu,karena udah capek2 daftar tapi pas sampe puskes malah diomelin krn beda kategori",harus nya untuk kategori kesehatan ibu dan anak itu di pisah anak ya anak ibu ya ibukarena udah capek daftar tapi pas sampe puskes malah diomelin krn beda kategori,harus ya untuk kategori kesehatan ibu dan anak itu di pisah anak ya anak ibu ya ibukarena sudah capek daftar tetapi ketika sampai puskes malah diomelin karena beda kategori,"['harus', 'ya', 'untuk', 'kategori', 'kesehatan', 'ibu', 'dan', 'anak', 'itu', 'di', 'pisah', 'anak', 'ya', 'anak', 'ibu', 'ya', 'ibukarena', 'sudah', 'capek', 'daftar', 'tetapi', 'ketika', 'sampai', 'puskes', 'malah', 'diomelin', 'karena', 'beda', 'kategori']","['kategori', 'kesehatan', 'anak', 'pisah', 'anak', 'anak', 'ibukarena', 'sudah', 'capek', 'daftar', 'puskes', 'diomelin', 'beda', 'kategori']",1,1,0,"['kategori', 'kesehatan', 'anak', 'pisah', 'anak', 'anak', 'ibukarena', 'sudah', 'capek', 'daftar', 'puskes', 'diomelin', 'beda', 'kategori']",responsiveness
Pengguna Google,5,Bagus dan sangat profesional dalam melayani pasien .,bagus dan sangat profesional dalam melayani pasien,bagus dan sangat profesional dalam melayani pasien,"['bagus', 'dan', 'sangat', 'profesional', 'dalam', 'melayani', 'pasien']","['bagus', 'sangat', 'profesional', 'melayani', 'pasien']",3,3,2,"['bagus', 'sangat', 'profesional', 'melayani', 'pasien']",empathy
Pengguna Google,5,"Pengalam bagus ramah""",pengalam bagus ramah,pengalaman bagus ramah,"['pengalaman', 'bagus', 'ramah']","['pengalaman', 'bagus', 'ramah']",3,3,2,"['pengalaman', 'bagus', 'ramah']",empathy
Pengguna Google,3,"Kak saya daftar dari kemaren2 kenapa ya saat pengisian nomor teleponnya kode nya gak masuk-masuk Padahal itu nomornya udah benar, mana harus nunggu Sampek 300 detik lagi",kak saya daftar dari kemaren kenapa ya saat pengisian nomor teleponnya kode nya gak masukmasuk padahal itu nomornya udah benar mana harus nunggu sampek  detik lagi,kak saya daftar dari kemarin kenapa ya saat pengisian nomor teleponnya kode ya tidak masukmasuk padahal itu nomornya sudah benar mana harus menunggu sampai detik lagi,"['kak', 'saya', 'daftar', 'dari', 'kemarin', 'kenapa', 'ya', 'saat', 'pengisian', 'nomor', 'teleponnya', 'kode', 'ya', 'tidak', 'masukmasuk', 'padahal', 'itu', 'nomornya', 'sudah', 'benar', 'mana', 'harus', 'menunggu', 'sampai', 'detik', 'lagi']","['kak', 'daftar', 'kemarin', 'pengisian', 'nomor', 'teleponnya', 'kode', 'tidak', 'masukmasuk', 'nomornya', 'sudah', 'menunggu', 'detik']",1,1,1,"['kak', 'daftar', 'kemarin', 'pengisian', 'nomor', 'teleponnya', 'kode', 'tidak', 'masukmasuk', 'nomornya', 'sudah', 'menunggu', 'detik']",assurance
Pengguna Google,5,"Mohon untuk kis aktif terus, sudah beberapa kali tidak aktif,padahal selalu digunakan untuk pengobatan rawat jalan, kadang juga butuh opnam. Terus anggota keluarga kenapa hilang? Padahal dalam 1 kk.",mohon untuk kis aktif terus sudah beberapa kali tidak aktifpadahal selalu digunakan untuk pengobatan rawat jalan kadang juga butuh opnam terus anggota keluarga kenapa hilang padahal dalam  kk,mohon untuk kis aktif terus sudah beberapa kali tidak aktifpadahal selalu digunakan untuk pengobatan rawat jalan kadang juga butuh opnam terus anggota keluarga kenapa hilang padahal dalam kk,"['mohon', 'untuk', 'kis', 'aktif', 'terus', 'sudah', 'beberapa', 'kali', 'tidak', 'aktifpadahal', 'selalu', 'digunakan', 'untuk', 'pengobatan', 'rawat', 'jalan', 'kadang', 'juga', 'butuh', 'opnam', 'terus', 'anggota', 'keluarga', 'kenapa', 'hilang', 'padahal', 'dalam', 'kk']","['mohon', 'kis', 'aktif', 'sudah', 'kali', 'tidak', 'aktifpadahal', 'pengobatan', 'rawat', 'jalan', 'kadang', 'butuh', 'opnam', 'anggota', 'keluarga', 'hilang', 'kk']",1,1,0,"['mohon', 'kis', 'aktif', 'sudah', 'kali', 'tidak', 'aktifpadahal', 'pengobatan', 'rawat', 'jalan', 'kadang', 'butuh', 'opnam', 'anggota', 'keluarga', 'hilang', 'kk']",Tidak Ada Kecocokan
Pengguna Google,5,"Utk saat ini udh ada kemajuan lah utk diaplikasinya, tp sy blm implementasi dilapangannya sesuai gak nya",utk saat ini udh ada kemajuan lah utk diaplikasinya tp sy blm implementasi dilapangannya sesuai gak nya,untuk saat ini sudah ada kemajuan lah untuk diaplikasinya tapi saya belum implementasi dilapangannya sesuai tidak ya,"['untuk', 'saat', 'ini', 'sudah', 'ada', 'kemajuan', 'lah', 'untuk', 'diaplikasinya', 'tapi', 'saya', 'belum', 'implementasi', 'dilapangannya', 'sesuai', 'tidak', 'ya']","['sudah', 'kemajuan', 'diaplikasinya', 'implementasi', 'dilapangannya', 'sesuai', 'tidak']",1,2,0,"['sudah', 'kemajuan', 'diaplikasinya', 'implementasi', 'dilapangannya', 'sesuai', 'tidak']",tangibles
Pengguna Google,1,Buat daftar bpjs ga bisa layar gelap.. Parah,buat daftar bpjs ga bisa layar gelap parah,buat daftar bpjs tidak bisa layar gelap parah,"['buat', 'daftar', 'bpjs', 'tidak', 'bisa', 'layar', 'gelap', 'parah']","['daftar', 'bpjs', 'tidak', 'bisa', 'layar', 'gelap', 'parah']",1,1,0,"['daftar', 'bpjs', 'tidak', 'bisa', 'layar', 'gelap', 'parah']",responsiveness
Pengguna Google,5,"Mantap,layanan mudah",mantaplayanan mudah,mantaplayanan mudah,"['mantaplayanan', 'mudah']","['mantaplayanan', 'mudah']",2,2,2,"['mantaplayanan', 'mudah']",empathy
Pengguna Google,2,Ini kok fitur aplikasi untuk perubahan dari segmen pekerja mandiri perubahan ke ASN TNI POLRI ga ada ya min?,ini kok fitur aplikasi untuk perubahan dari segmen pekerja mandiri perubahan ke asn tni polri ga ada ya min,ini kok fitur aplikasi untuk perubahan dari segmen pekerja mandiri perubahan ke asn tni polri tidak ada ya min,"['ini', 'kok', 'fitur', 'aplikasi', 'untuk', 'perubahan', 'dari', 'segmen', 'pekerja', 'mandiri', 'perubahan', 'ke', 'asn', 'tni', 'polri', 'tidak', 'ada', 'ya', 'min']","['fitur', 'aplikasi', 'perubahan', 'segmen', 'pekerja', 'mandiri', 'perubahan', 'asn', 'tni', 'polri', 'tidak']",2,2,2,"['fitur', 'aplikasi', 'perubahan', 'segmen', 'pekerja', 'mandiri', 'perubahan', 'asn', 'tni', 'polri', 'tidak']",Tidak Ada Kecocokan
Pengguna Google,5,"lebih mudah untuk mengubah data faskesnya walaupun mesti tunggu 3 bulan, tapi okelah",lebih mudah untuk mengubah data faskesnya walaupun mesti tunggu  bulan tapi okelah,lebih mudah untuk mengubah data faskesnya walaupun mesti tunggu bulan tetapi okelah,"['lebih', 'mudah', 'untuk', 'mengubah', 'data', 'faskesnya', 'walaupun', 'mesti', 'tunggu', 'bulan', 'tetapi', 'okelah']","['lebih', 'mudah', 'mengubah', 'data', 'faskesnya', 'mesti', 'tunggu', 'okelah']",1,1,2,"['lebih', 'mudah', 'mengubah', 'data', 'faskesnya', 'mesti', 'tunggu', 'okelah']",empathy
Pengguna Google,5,Cukup membantu dan manfaat,cukup membantu dan manfaat,cukup membantu dan manfaat,"['cukup', 'membantu', 'dan', 'manfaat']","['membantu', 'manfaat']",3,3,2,"['membantu', 'manfaat']",empathy
Pengguna Google,2,"Huh aplikasi tidak berjalan pada emulator, astaghfirullah kalo memang tidak bisa berjalan tidak perlu membuat aplikasi seperti ini😶",huh aplikasi tidak berjalan pada emulator astaghfirullah kalo memang tidak bisa berjalan tidak perlu membuat aplikasi seperti ini,huh aplikasi tidak berjalan pada emulator astaghfirullah kalau memang tidak bisa berjalan tidak perlu membuat aplikasi seperti ini,"['huh', 'aplikasi', 'tidak', 'berjalan', 'pada', 'emulator', 'astaghfirullah', 'kalau', 'memang', 'tidak', 'bisa', 'berjalan', 'tidak', 'perlu', 'membuat', 'aplikasi', 'seperti', 'ini']","['huh', 'aplikasi', 'tidak', 'berjalan', 'emulator', 'astaghfirullah', 'tidak', 'bisa', 'berjalan', 'tidak', 'aplikasi']",1,1,0,"['huh', 'aplikasi', 'tidak', 'berjalan', 'emulator', 'astaghfirullah', 'tidak', 'bisa', 'berjalan', 'tidak', 'aplikasi']",tangibles
Pengguna Google,5,mantapp banget,mantapp banget,mantap banget,"['mantap', 'banget']","['mantap', 'banget']",3,3,2,"['mantap', 'banget']",empathy
Pengguna Google,5,aplikasi bagus dan memudahkan,aplikasi bagus dan memudahkan,aplikasi bagus dan memudahkan,"['aplikasi', 'bagus', 'dan', 'memudahkan']","['aplikasi', 'bagus', 'memudahkan']",3,3,2,"['aplikasi', 'bagus', 'memudahkan']",empathy
Pengguna Google,1,"Baru dowload sudah merasa ini aplikasi bagus ternyata tidak jelas, verifikasi no HP suruh pakai pulsa giliran di isi pulsa, di kirim no pin, dimasukkan masih tidak terdaftar suruh ke kantor cabang, kalo tidak niat bikin aplikasi hapus saja!",baru dowload sudah merasa ini aplikasi bagus ternyata tidak jelas verifikasi no hp suruh pakai pulsa giliran di isi pulsa di kirim no pin dimasukkan masih tidak terdaftar suruh ke kantor cabang kalo tidak niat bikin aplikasi hapus saja,baru dowload sudah merasa ini aplikasi bagus ternyata tidak jelas verifikasi nomor hp suruh pakai pulsa giliran di isi pulsa di kirim nomor pin dimasukkan masih tidak terdaftar suruh ke kantor cabang kalau tidak niat membuat aplikasi hapus saja,"['baru', 'dowload', 'sudah', 'merasa', 'ini', 'aplikasi', 'bagus', 'ternyata', 'tidak', 'jelas', 'verifikasi', 'nomor', 'hp', 'suruh', 'pakai', 'pulsa', 'giliran', 'di', 'isi', 'pulsa', 'di', 'kirim', 'nomor', 'pin', 'dimasukkan', 'masih', 'tidak', 'terdaftar', 'suruh', 'ke', 'kantor', 'cabang', 'kalau', 'tidak', 'niat', 'membuat', 'aplikasi', 'hapus', 'saja']","['dowload', 'sudah', 'aplikasi', 'bagus', 'tidak', 'verifikasi', 'nomor', 'hp', 'suruh', 'pakai', 'pulsa', 'giliran', 'isi', 'pulsa', 'kirim', 'nomor', 'pin', 'dimasukkan', 'tidak', 'terdaftar', 'suruh', 'kantor', 'cabang', 'tidak', 'niat', 'aplikasi', 'hapus']",1,1,1,"['dowload', 'sudah', 'aplikasi', 'bagus', 'tidak', 'verifikasi', 'nomor', 'hp', 'suruh', 'pakai', 'pulsa', 'giliran', 'isi', 'pulsa', 'kirim', 'nomor', 'pin', 'dimasukkan', 'tidak', 'terdaftar', 'suruh', 'kantor', 'cabang', 'tidak', 'niat', 'aplikasi', 'hapus']",reliability
Pengguna Google,5,Terimakasih atas pasilitas nya semoga bermanfaat buat semuanya,terimakasih atas pasilitas nya semoga bermanfaat buat semuanya,terimakasih atas pasilitas ya semoga bermanfaat buat semuanya,"['terimakasih', 'atas', 'pasilitas', 'ya', 'semoga', 'bermanfaat', 'buat', 'semuanya']","['terimakasih', 'pasilitas', 'semoga', 'bermanfaat']",3,3,2,"['terimakasih', 'pasilitas', 'semoga', 'bermanfaat']",empathy
Pengguna Google,1,Daftar online susah,daftar online susah,daftar daring susah,"['daftar', 'daring', 'susah']","['daftar', 'daring', 'susah']",1,1,0,"['daftar', 'daring', 'susah']",reliability
Pengguna Google,4,disuruh ortu download karena masalah bpjs bagusss bngt aplikasi nya,disuruh ortu download karena masalah bpjs bagusss bngt aplikasi nya,disuruh orang tua unduh karena masalah bpjs bagus sangat aplikasi ya,"['disuruh', 'orang', 'tua', 'unduh', 'karena', 'masalah', 'bpjs', 'bagus', 'sangat', 'aplikasi', 'ya']","['disuruh', 'orang', 'tua', 'unduh', 'bpjs', 'bagus', 'sangat', 'aplikasi']",1,1,2,"['disuruh', 'orang', 'tua', 'unduh', 'bpjs', 'bagus', 'sangat', 'aplikasi']",empathy
Pengguna Google,5,Mudah dalam merubah faskes,mudah dalam merubah faskes,mudah dalam merubah fasilitas kesehatan,"['mudah', 'dalam', 'merubah', 'fasilitas', 'kesehatan']","['mudah', 'merubah', 'fasilitas', 'kesehatan']",2,2,2,"['mudah', 'merubah', 'fasilitas', 'kesehatan']",responsiveness
Pengguna Google,1,"Mau daftar onlen aja susah amat, gagal mulu connect ke RS nya",mau daftar onlen aja susah amat gagal mulu connect ke rs nya,mau daftar onlen saja susah sangat gagal melulu connect ke rumah sakit ya,"['mau', 'daftar', 'onlen', 'saja', 'susah', 'sangat', 'gagal', 'melulu', 'connect', 'ke', 'rumah', 'sakit', 'ya']","['daftar', 'onlen', 'susah', 'sangat', 'gagal', 'melulu', 'connect', 'rumah', 'sakit']",1,1,0,"['daftar', 'onlen', 'susah', 'sangat', 'gagal', 'melulu', 'connect', 'rumah', 'sakit']",responsiveness
Pengguna Google,5,Cukup bagus dan membantu,cukup bagus dan membantu,cukup bagus dan membantu,"['cukup', 'bagus', 'dan', 'membantu']","['bagus', 'membantu']",3,3,2,"['bagus', 'membantu']",empathy
Pengguna Google,5,Baik&Bagus,baikbagus,baikbagus,['baikbagus'],['baikbagus'],2,2,2,['baikbagus'],Tidak Ada Kecocokan
Pengguna Google,5,Aplikasi jkn ok banget..,aplikasi jkn ok banget,aplikasi jkn baik banget,"['aplikasi', 'jkn', 'baik', 'banget']","['aplikasi', 'jkn', 'baik', 'banget']",2,2,2,"['aplikasi', 'jkn', 'baik', 'banget']",empathy
Pengguna Google,5,Mantaap,mantaap,mantap,['mantap'],['mantap'],3,3,2,['mantap'],empathy
Pengguna Google,5,"Simpel, mudah, dan nyaman",simpel mudah dan nyaman,simpel mudah dan nyaman,"['simpel', 'mudah', 'dan', 'nyaman']","['simpel', 'mudah', 'nyaman']",3,3,2,"['simpel', 'mudah', 'nyaman']",empathy
Pengguna Google,5,Cukup mudah di akses. Semoga kedepannya dapat semakin baik dan lebih baik lagi. :),cukup mudah di akses semoga kedepannya dapat semakin baik dan lebih baik lagi,cukup mudah di akses semoga kedepannya dapat semakin baik dan lebih baik lagi,"['cukup', 'mudah', 'di', 'akses', 'semoga', 'kedepannya', 'dapat', 'semakin', 'baik', 'dan', 'lebih', 'baik', 'lagi']","['mudah', 'akses', 'semoga', 'kedepannya', 'baik', 'lebih', 'baik']",3,3,2,"['mudah', 'akses', 'semoga', 'kedepannya', 'baik', 'lebih', 'baik']",empathy
Pengguna Google,5,Mohon jangan d tambah besar aplikasinya,mohon jangan d tambah besar aplikasinya,mohon jangan di tambah besar aplikasinya,"['mohon', 'jangan', 'di', 'tambah', 'besar', 'aplikasinya']","['mohon', 'aplikasinya']",2,2,0,"['mohon', 'aplikasinya']",tangibles
Pengguna Google,1,Susah mau daftar. Disuruh masukin kode OTP. Tapi kode OTP tidak dikirim. Kan konyol.,susah mau daftar disuruh masukin kode otp tapi kode otp tidak dikirim kan konyol,susah mau daftar disuruh memasuki kode otp tetapi kode otp tidak dikirim kan konyol,"['susah', 'mau', 'daftar', 'disuruh', 'memasuki', 'kode', 'otp', 'tetapi', 'kode', 'otp', 'tidak', 'dikirim', 'kan', 'konyol']","['susah', 'daftar', 'disuruh', 'memasuki', 'kode', 'otp', 'kode', 'otp', 'tidak', 'dikirim', 'konyol']",1,1,1,"['susah', 'daftar', 'disuruh', 'memasuki', 'kode', 'otp', 'kode', 'otp', 'tidak', 'dikirim', 'konyol']",assurance
Pengguna Google,1,Untuk daftar aja dipersusah mode otp sms g dikirim.. gimana bisa verifikasi...,untuk daftar aja dipersusah mode otp sms g dikirim gimana bisa verifikasi,untuk daftar saja dipersusah mode otp sms tidak dikirim bagaimana bisa verifikasi,"['untuk', 'daftar', 'saja', 'dipersusah', 'mode', 'otp', 'sms', 'tidak', 'dikirim', 'bagaimana', 'bisa', 'verifikasi']","['daftar', 'dipersusah', 'mode', 'otp', 'sms', 'tidak', 'dikirim', 'bisa', 'verifikasi']",3,3,1,"['daftar', 'dipersusah', 'mode', 'otp', 'sms', 'tidak', 'dikirim', 'bisa', 'verifikasi']",assurance
Pengguna Google,5,"Aplikasi bagus,bermanfaat dan sangat memudahkan👍👍👍",aplikasi bagusbermanfaat dan sangat memudahkan,aplikasi bagusbermanfaat dan sangat memudahkan,"['aplikasi', 'bagusbermanfaat', 'dan', 'sangat', 'memudahkan']","['aplikasi', 'bagusbermanfaat', 'sangat', 'memudahkan']",2,2,2,"['aplikasi', 'bagusbermanfaat', 'sangat', 'memudahkan']",responsiveness
Pengguna Google,4,Terus berinovasi,terus berinovasi,terus berinovasi,"['terus', 'berinovasi']",['berinovasi'],2,2,2,['berinovasi'],Tidak Ada Kecocokan
